"geneSymbol"
"GAB1"
"NDST3"
"HHIP"
"SFRP1"
"ATOH1"
"GPR68"
"PTCH1"
"SPHK1"
"PRLR"
"GLI1"
"A4GALT"
"PPP2R2C"
"FOXS1"
"ALDH1A3"
"EYA1"
"BCHE"
"ZNF516"
"NDP"
"IRX1"
"NGFR"
"MICAL1"
"SEMA6A"
"UNC5C"
"GRIA4"
"PGM1"
"BOC"
"SATB2"
"PDE5A"
"GLI2"
"NHLH1"
"SPSB4"
"MYCN"
"ANGPTL2"
"CNTN2"
"POU3F2"
"NTRK3"
"NTN1"
"ROBO2"
"CXCR4"
"PPP1R17"
"GNG3"
"GCK"
"PBX3"
"ADGRG1"
"PDGFA"
"DLL3"
"NR2F1"
"EBF2"
"SDC2"
"NR2F1"
"PHGDH"
"MEIS1"
"NMNAT2"
"ROBO1"
"TGIF2"
"IGF2"
"IGFBP5"
"ZIC5"
"ITIH2"
"ZIC2"
